Geoid,Spring,Summer,Autumn,Winter
36005004200,6,14,24,14
36005036501,2,2,5,0
36081010701,1,3,3,1
36085023900,0,3,2,1
36005011900,2,10,14,10
36005014900,3,12,12,13
36047115000,6,2,1,0
36047055700,3,2,1,6
36081017600,1,0,2,2
36061009700,8,4,8,7
36081157101,9,3,5,9
36047021200,2,0,1,2
36061025900,17,19,15,16
36047036502,1,0,2,2
36047112000,1,3,4,2
36047006700,6,9,3,3
36081119100,0,3,0,1
36081010100,4,2,5,2
36047043800,1,1,2,1
36047040300,5,5,5,4
36061029700,5,4,1,4
36081035700,1,3,1,3
36081097203,8,6,4,9
36005040400,15,12,8,9
36081053900,3,5,7,1
36005027300,8,12,13,6
36047044600,3,4,1,6
36047111600,5,8,9,9
36005038302,9,15,13,12
36081024500,2,1,4,3
36047049400,4,3,5,4
36047092200,0,3,3,0
36005006300,8,9,9,12
36005007100,4,3,6,8
36047065200,1,3,2,1
36047019800,0,3,2,1
36081018600,1,2,2,2
36081120500,2,1,0,0
36081047500,1,0,0,1
36085020100,1,3,5,3
36047067800,1,1,2,4
36081061601,0,1,2,4
36047116600,2,3,3,1
36047099000,5,3,2,9
36005026602,4,11,4,1
36081157902,8,6,3,15
36047028600,0,0,2,2
36081046200,7,8,11,9
36061020701,2,1,1,0
36081097300,10,5,4,2
36047013100,1,3,2,3
36047007600,2,5,5,3
36081118500,1,0,1,1
36005016600,0,0,5,1
36081079200,3,0,3,3
36061015601,7,3,3,5
36085014607,2,2,5,2
36047095400,3,0,5,1
36005024300,4,1,4,6
36081014000,5,2,3,4
36081010000,2,4,7,2
36005024600,3,0,6,4
36061014900,4,2,7,1
36047038500,5,2,8,8
36085017010,6,5,6,8
36047050000,0,1,2,0
36047043500,6,6,8,4
36047019300,10,6,5,14
36005035600,4,1,7,2
36061029300,3,15,10,13
36005018400,4,3,1,5
36047113200,5,5,2,5
36081044302,1,0,3,0
36047050202,1,2,2,4
36061013900,20,10,13,19
36047022400,2,1,1,3
36081077907,6,3,7,10
36061009400,3,2,9,7
36047012902,3,3,10,3
36047069000,2,3,1,4
36061006200,1,7,5,2
36081054500,1,0,2,1
36005041400,4,12,15,6
36081079702,1,1,0,2
36005027402,3,3,4,2
36005023501,3,2,2,4
36005033400,6,5,2,4
36047030600,2,1,2,0
36005024800,3,3,2,2
36081144100,4,5,3,9
36047028400,4,0,1,2
36005017901,2,4,6,3
36047150200,5,1,4,3
36061011201,3,1,1,3
36047081400,1,1,1,1
36081003700,1,3,3,3
36047050500,1,4,2,6
36005033800,4,4,5,4
36081008800,2,2,3,9
36047020000,2,0,3,1
36081029400,9,7,9,4
36081141700,0,5,1,7
36047066600,3,1,1,2
36047017100,2,0,4,4
36085024401,1,5,5,3
36047021600,0,1,0,1
36047054200,3,1,0,0
36047023300,4,4,4,12
36081036300,2,0,1,0
36081147100,5,4,3,4
36081109300,6,3,2,3
36081052500,2,0,0,0
36081040400,0,4,1,1
36005013200,6,7,6,5
36047117202,3,2,5,6
36047005000,5,0,4,5
36047008400,5,2,1,7
36081152902,2,0,4,5
36047044800,0,2,5,2
36061011700,2,3,2,4
36081027700,5,12,8,5
36047024800,2,1,0,3
36061016300,7,6,15,3
36081001800,2,2,3,3
36047046201,2,4,3,2
36061018200,9,14,12,8
36081000400,1,7,2,2
36047031702,4,1,2,6
36005042800,4,3,7,7
36085015100,4,2,3,1
36047101000,1,2,3,0
36005027600,2,3,3,3
36005026601,2,3,0,0
36081033900,4,1,5,6
36081075701,0,2,3,3
36005018101,1,4,11,7
36081069400,2,3,4,3
36047001800,2,3,1,2
36047039200,3,3,4,4
36081050500,1,1,0,0
36047002300,8,4,13,3
36047019500,8,5,9,4
36047051001,2,2,1,5
36081006202,11,6,5,6
36081011700,2,3,1,2
36047119600,2,3,1,2
36047029900,5,13,10,13
36047028100,2,2,1,1
36047112200,2,10,4,7
36047054300,7,5,7,2
36047088800,0,3,4,3
36081003600,2,0,1,1
36081048400,0,3,1,1
36081048100,0,1,0,3
36047042400,2,1,0,3
36085017009,3,3,2,5
36047029400,8,5,6,5
36081019000,0,2,2,0
36047065400,2,0,0,0
36061019300,4,2,3,6
36061010601,0,4,0,1
36081046000,6,5,3,7
36081150701,4,4,0,13
36047050600,1,6,4,5
36061014200,3,3,2,5
36005028800,0,0,1,3
36081051100,0,1,3,0
36047121000,7,9,6,8
36081061301,1,1,4,1
36047117602,2,1,3,2
36081048500,2,3,1,1
36047013500,5,1,3,2
36081009700,0,2,3,1
36081124100,8,3,7,6
36005000400,4,5,6,3
36085024700,1,1,4,4
36061025500,4,3,5,3
36047035602,0,2,2,0
36047062600,1,5,2,3
36005006500,3,2,8,3
36047038800,2,6,3,4
36047061200,4,2,2,1
36047119800,3,4,5,5
36047003900,7,2,6,6
36047000301,2,1,1,2
36047040600,1,2,4,2
36047082800,4,0,2,1
36081002400,2,2,2,1
36081162100,4,5,5,5
36081046700,1,2,2,3
36081063800,1,2,4,3
36005012500,7,5,3,9
36005008700,4,4,5,3
36081076902,0,2,1,1
36047065800,0,3,0,0
36047030200,0,2,0,1
36081065000,1,2,0,0
36005020200,4,4,9,3
36047107800,3,4,3,3
36085009602,5,2,3,4
36005033202,6,7,5,2
36081145900,0,1,4,3
36047076800,0,1,0,2
36005027700,10,15,20,16
36047052900,2,2,2,2
36081027900,3,1,3,3
36081036700,1,0,4,0
36047073200,0,2,1,1
36081020400,0,1,4,3
36047054600,1,0,3,2
36081099100,0,3,3,1
36047025901,0,2,2,2
36005019400,1,1,2,2
36047031701,2,4,0,6
36047014500,2,1,4,0
36005016300,10,4,11,9
36081029700,2,4,2,3
36047019600,3,0,2,2
36047064200,4,2,1,0
36047054400,1,2,0,1
36047003700,3,9,2,1
36047102200,6,1,6,3
36047030400,0,1,1,3
36081073900,2,3,5,3
36085017011,2,0,1,2
36047007200,0,5,1,2
36047095000,0,4,6,0
36085024800,0,4,5,5
36005040900,3,3,5,2
36005016400,0,0,0,4
36081064600,2,3,3,1
36047007700,1,3,2,3
36047114202,2,2,3,3
36081038302,1,2,2,2
36047060800,0,4,4,3
36081012200,1,0,3,0
36047017900,9,8,7,6
36119001502,1,1,0,0
36005028700,3,10,5,10
36047102600,1,2,0,2
36047001300,3,1,1,0
36081115900,2,1,2,5
36047027500,2,3,1,4
36061010400,1,0,1,0
36081026300,3,0,5,1
36005042000,5,2,11,3
36047083200,1,0,7,1
36047081600,3,2,4,2
36081007100,7,4,8,6
36081072100,3,1,4,2
36005036902,1,3,3,3
36081028500,4,4,7,3
36081064102,1,2,3,0
36061003601,8,9,6,5
36081050000,5,3,2,4
36005007000,1,3,7,1
36047055400,3,2,0,0
36081067900,0,0,6,2
36081051500,2,4,1,2
36047094402,5,5,4,3
36005035100,3,3,2,2
36085009700,4,2,1,2
36081109900,0,0,1,2
36061005700,1,1,2,2
36047009200,3,3,2,1
36047004600,1,1,1,2
36081147900,4,4,4,8
36081015900,1,1,3,1
36005007600,5,5,5,8
36005024700,3,1,7,5
36047084000,2,4,3,0
36081008100,2,0,4,1
36061009000,1,7,5,1
36061014802,3,4,3,3
36047033600,3,1,2,3
36047072800,1,1,0,1
36081066900,1,1,3,2
36085027301,2,4,1,1
36081129103,1,5,0,3
36047006800,6,4,3,9
36081016800,0,0,2,4
36047039300,1,3,3,3
36081046100,0,0,2,0
36081037600,1,0,3,1
36081037100,2,1,3,2
36047012600,4,1,2,3
36061007600,1,1,5,6
36081062100,1,2,1,1
36005027401,4,2,2,1
36081013700,1,3,0,1
36081037300,0,1,1,0
36047006000,2,1,3,0
36081017800,0,1,1,1
36061020500,2,1,2,0
36085021300,3,3,1,4
36047042300,3,6,3,5
36081030904,0,3,0,2
36061000500,2,0,0,0
36047093200,2,2,2,0
36047040800,0,1,1,2
36061019800,2,6,8,3
36081007500,5,3,5,4
36005026500,5,4,9,10
36081002600,4,2,2,0
36081053200,1,0,2,0
36005002702,3,3,3,1
36061001401,5,4,3,1
36081103202,4,7,11,4
36061005900,7,5,3,1
36085029103,2,3,6,2
36047083600,1,1,4,0
36061028300,2,7,4,6
36005036000,4,2,5,1
36047012901,0,1,2,2
36081008300,7,3,3,1
36047096800,1,6,1,0
36047069800,3,1,2,0
36047012100,0,2,1,1
36005008400,3,3,3,5
36081050201,1,1,0,0
36047055600,1,1,2,1
36005022800,1,7,5,5
36047038600,2,0,0,4
36081011300,1,0,4,2
36047029000,2,1,0,0
36081050400,1,0,3,1
36085031902,1,2,6,7
36081018501,2,2,1,1
36085013800,4,10,6,16
36047099800,1,1,3,2
36081056400,0,2,1,1
36047003000,4,1,3,5
36005016000,4,3,3,2
36047010200,3,1,3,2
36081005400,3,0,0,4
36047117400,0,2,4,2
36081059500,5,4,8,2
36081006100,5,4,3,6
36047045300,4,1,3,4
36047015200,0,1,2,1
36081118900,0,2,3,2
36081070900,1,1,0,3
36081093800,4,9,4,3
36081083700,2,0,2,5
36081033000,5,3,5,4
36085020804,3,4,3,3
36005021200,1,0,1,1
36047029100,3,3,3,1
36047028200,2,0,1,4
36047077000,7,8,7,10
36081010200,2,1,1,1
36061008800,1,2,5,1
36081012400,2,3,1,3
36047022000,1,0,1,2
36081071701,2,1,1,1
36081062700,1,0,3,2
36047101200,4,1,3,1
36047091600,1,7,7,3
36047112800,2,2,3,3
36081049301,0,2,1,2
36047048400,0,3,0,1
36085014700,0,0,0,5
36081127700,3,4,4,13
36081041100,1,1,2,3
36081065501,1,1,2,0
36081105900,2,4,2,2
36081040300,0,2,1,2
36047079000,1,1,7,3
36081055200,3,1,8,1
36081026200,1,1,1,1
36085018901,2,3,3,1
36047119000,0,2,0,1
36081157901,5,5,4,8
36047099600,3,2,1,1
36047078200,0,0,1,2
36047029200,1,4,2,1
36005032600,2,4,4,2
36081063900,2,1,0,1
36047019900,4,1,6,4
36047026900,0,2,1,6
36005034200,2,2,2,2
36047006500,5,2,4,2
36081055500,1,2,3,1
36047058800,3,2,3,1
36005023000,5,6,4,5
36005014100,2,5,2,5
36081073700,1,3,2,4
36085001700,0,2,0,4
36081035300,1,1,1,0
36005041300,4,7,7,8
36061010602,6,1,2,1
36047037300,1,5,4,1
36081050800,1,1,2,5
36005020400,5,5,4,5
36081015400,2,0,3,8
36081069300,3,0,2,2
36081062900,1,0,1,1
36047029800,3,3,0,2
36081028700,2,3,5,2
36081054700,5,3,1,1
36081010500,4,2,2,5
36047036002,0,0,3,1
36047020500,1,3,2,1
36047105801,4,2,2,1
36081049200,4,1,2,1
36005042400,8,5,3,5
36047037000,1,2,3,1
36081090700,5,3,1,2
36047051601,8,5,3,7
36005031400,2,0,3,5
36081079000,2,3,0,5
36047052600,2,2,2,2
36047022800,0,1,0,1
36005017100,1,2,1,1
36081014201,7,2,2,3
36047036700,0,1,1,0
36081016600,3,3,0,0
36081120700,1,1,1,1
36081071100,1,2,1,4
36081055100,1,0,4,5
36081099802,2,3,2,7
36081115500,2,3,6,3
36047055300,5,5,3,1
36061010200,0,4,3,5
36061015500,0,0,2,2
36085013203,2,4,1,10
36047080400,5,1,2,4
36081045000,0,1,1,1
36081157102,1,1,3,2
36085013400,0,1,0,4
36081027500,0,2,2,1
36047023000,0,4,0,2
36005040303,2,6,2,1
36047056600,4,4,2,0
36005021800,2,5,9,6
36085022800,0,2,2,3
36081140300,1,1,1,1
36005011800,4,2,2,2
36047046000,4,3,2,1
36081121100,1,0,0,1
36081060100,0,1,1,0
36047026400,2,4,0,3
36081011400,0,0,1,3
36081059400,0,1,1,0
36005026400,2,3,1,1
36061011202,1,0,12,2
36047040100,2,0,5,3
36061011500,1,0,4,3
36005026900,6,9,6,8
36047056500,3,0,0,3
36081125700,0,2,0,3
36047001100,0,2,0,1
36005016200,2,3,3,0
36047074000,0,0,1,1
36047085000,2,1,5,1
36047048500,2,3,3,1
36047034800,4,2,3,4
36005012101,1,1,1,3
36047086400,1,1,1,2
36081001400,0,5,3,1
36085002700,1,1,1,0
36081071305,1,0,1,2
36081019600,0,1,0,2
36047010000,2,4,2,2
36061019702,6,2,1,2
36047037401,1,0,0,1
36005037900,12,11,7,9
36047027800,0,1,0,1
36047025200,1,0,4,2
36047049200,4,4,1,0
36081114100,1,2,2,0
36047067000,2,1,2,1
36047002200,1,3,4,1
36047028800,1,0,2,1
36081129102,3,2,5,2
36081061800,1,1,3,1
36047011400,1,2,0,1
36047077200,3,2,0,1
36081099200,3,1,2,3
36047010400,2,2,0,4
36047015000,2,2,1,0
36047056800,0,1,0,1
36047081800,1,3,3,4
36081041300,1,0,2,2
36061002202,2,9,10,3
36047118202,1,1,3,3
36047087200,0,3,4,4
36047067600,1,1,1,0
36085013201,0,2,4,1
36081150702,2,4,2,5
36061022302,2,2,4,1
36085011402,1,1,2,1
36081003800,0,1,1,0
36081142900,4,0,2,1
36047016000,0,2,2,1
36081066000,2,2,1,3
36081030903,3,0,0,4
36061016001,0,3,1,1
36047017500,1,1,1,0
36047018000,0,1,1,0
36047044300,4,0,5,4
36047015100,1,0,3,1
36047041500,0,2,3,1
36047011600,0,0,4,0
36005023600,4,3,5,2
36081058700,1,1,0,0
36047048600,3,5,2,1
36047056000,2,1,2,3
36081014300,1,1,5,4
36047042800,0,1,2,0
36081047300,4,1,1,2
36081126500,3,2,0,1
36005022703,2,0,0,1
36047048000,2,2,1,2
36047119400,1,2,1,2
36081026700,2,2,3,1
36081117500,3,2,1,3
36047026600,4,3,1,4
36005016500,0,2,2,1
36047075400,0,2,0,1
36047003400,2,2,5,1
36047074400,1,1,0,0
36081032000,0,3,4,3
36081039800,3,1,1,0
36005023100,0,0,0,4
36081028100,2,2,4,3
36081036100,2,3,2,0
36081099703,0,2,2,3
36047118201,0,1,0,3
36047074200,1,0,1,0
36081056500,1,1,3,0
36081039400,2,2,0,3
36047058200,0,6,2,3
36081044602,0,0,2,1
36081098700,2,1,2,2
36081120100,0,1,2,0
36081081400,1,3,1,3
36047068600,2,2,0,0
36047012200,0,1,4,0
36061005501,5,0,2,1
36047086600,3,2,2,4
36081038100,1,3,5,0
36085027704,2,0,3,3
36005021501,0,0,3,3
36061031704,0,2,0,2
36081077500,0,1,2,1
36061029900,1,1,1,0
36081033402,1,1,1,4
36005023302,5,0,2,5
36061014700,0,0,1,2
36047008000,1,1,3,0
36047024600,3,0,1,3
36047042600,1,2,2,1
36081013000,2,1,2,0
36047020600,1,1,5,1
36081059600,0,2,1,0
25017341300,1,0,1,1
36081045500,1,0,3,1
36085017012,2,2,3,0
36081049500,1,2,2,3
36081027000,2,2,1,1
36061009600,1,2,1,0
36085013204,1,2,1,0
36047075000,4,1,2,1
36081031700,3,2,1,3
36047053300,0,1,0,2
36081045700,2,2,0,4
36081046600,2,1,0,2
36005024900,0,0,1,2
36081055900,0,1,1,3
36047045800,3,0,0,1
36005033500,7,1,7,1
36085002002,2,0,3,2
36081041500,1,0,3,0
36047063200,3,0,0,0
36081054000,1,3,3,0
36085000800,0,1,4,3
36047010800,1,1,0,0
36081045400,2,0,1,4
36047006300,4,0,2,3
36081025100,1,0,2,4
36081122300,2,1,1,2
36081113900,2,2,2,2
36085011202,4,4,4,5
36047118000,1,0,1,0
36005037600,2,1,0,3
36047014900,5,0,1,5
36047074800,0,2,1,2
36047032300,0,0,1,1
36005045600,0,3,2,2
36081071702,0,1,1,1
36081115100,1,0,2,2
36047035100,3,3,2,4
36047036200,2,1,1,2
36047098600,0,2,1,0
36081011900,0,3,1,1
36047097400,3,2,2,1
36005025600,2,0,1,0
36081068700,0,1,1,0
36081053000,1,1,1,2
36081074900,0,0,0,2
36085030302,0,4,3,1
36081138502,1,2,5,6
36085007500,3,1,2,0
36047100400,0,1,3,2
36047067400,2,3,3,1
36081093402,1,2,1,4
36047068200,0,4,0,1
36005012102,2,1,1,1
36047069601,1,1,1,0
36081040500,0,2,2,4
36047100600,0,0,2,2
36047078400,1,0,2,0
36047054800,4,0,0,0
36047081000,2,4,0,1
36081028300,2,3,1,4
36061011402,1,2,1,3
36081074100,1,0,1,2
36047047000,4,0,1,4
36085027706,1,1,1,1
36047017600,0,2,1,2
36081035800,2,2,1,1
36081130100,1,1,0,4
36047069200,0,2,1,0
36081012100,1,0,1,1
36081126700,2,2,1,6
36085012804,0,0,4,1
36047017400,1,1,0,1
36061002000,5,0,0,0
36081121500,0,2,0,0
36047044200,2,0,1,0
36081018200,5,0,0,2
36047049000,0,3,2,0
36047084800,0,0,3,2
36081040900,1,0,0,1
36047053700,0,1,0,2
36081003100,2,1,0,0
36047085800,3,3,5,1
36047064000,1,1,0,0
36081001200,0,1,0,3
36047018200,2,0,0,2
36081101002,1,0,1,2
36085024402,4,1,2,1
36047084600,0,0,2,4
36047072000,0,2,3,1
36047014000,2,0,1,0
36081042700,0,2,1,3
36047039800,0,0,2,0
36047098400,2,0,0,1
36047083400,1,1,0,0
36081041400,2,3,0,1
36081002000,1,0,1,0
36081098100,1,2,3,3
36081017100,1,0,2,4
36047117601,1,3,1,3
36047011000,3,0,0,2
36081014400,2,0,0,0
36047074600,2,0,2,1
36081045900,2,0,1,0
36081003400,0,1,2,1
36081069500,0,1,2,0
36085014605,0,5,5,2
36081018502,1,1,0,4
36047059200,0,1,2,2
36081003900,2,1,1,1
36005037000,1,0,1,2
36081049302,3,0,1,1
36081019200,0,1,0,2
36085027302,2,0,1,2
36081014202,2,0,2,0
36081043702,1,2,0,2
36085002001,0,3,2,3
36081043400,1,2,0,1
36085000600,3,2,6,5
36005044902,0,3,1,0
36081046300,2,0,0,2
36085009601,1,2,3,1
36081000600,2,2,0,1
36047089800,0,1,2,4
36047070600,0,1,0,5
36081145101,0,3,0,0
36047005202,2,0,0,0
36081017200,2,0,0,2
36081074300,1,2,0,1
36085012806,2,3,0,4
36081063500,1,0,2,0
36081099705,1,0,1,3
36085032300,2,2,0,0
36005031900,0,0,2,0
36005028400,2,0,2,2
36005030100,0,0,2,4
36047055200,1,2,3,0
36081047800,0,5,2,0
36047033500,0,0,3,0
36047085400,0,0,0,2
36047053200,1,0,2,0
36081015802,0,0,1,4
36047003500,0,0,0,2
36081052200,1,1,3,0
36047042200,0,2,3,0
36005036800,3,0,1,0
36047102000,0,2,0,1
36081062300,1,1,0,0
36081094201,2,0,2,2
36081086300,0,3,0,1
36047065000,1,2,1,0
36047116800,0,2,0,1
36047008800,1,1,0,1
22101041400,0,1,0,1
36047076000,3,3,1,1
36085012200,0,0,2,2
36081005200,1,0,1,1
36005004001,1,0,0,1
36081011000,0,1,0,1
36005035900,1,2,1,1
36081140902,2,0,1,3
36047078000,1,0,0,2
36081001000,1,0,0,2
36081061602,1,0,0,1
36047027600,2,0,1,2
36047041402,0,0,0,2
36081024700,0,0,0,1
36047020800,0,1,0,1
36081026400,4,6,1,1
36081067700,0,0,0,3
36081070300,0,0,0,2
36081084602,1,0,0,1
36085012805,0,0,0,2
36047021400,0,0,0,1
36081018402,2,0,0,1
36081058100,0,1,1,1
36081015600,0,0,0,2
36081042400,2,0,1,1
36081063301,0,0,0,1
36081144700,1,0,0,1
36081032900,1,0,0,1
36081024600,0,0,0,1
36047068000,2,1,0,1
36085005900,0,0,0,1
36085010500,2,1,1,4
36081053601,0,0,0,1
36047046202,1,0,1,1
36047045000,3,0,1,1
36081065900,1,0,0,1
36085018702,1,2,0,4
36081030600,0,2,0,1
36081028200,0,0,1,2
36081055600,1,0,0,1
36081053401,0,3,1,2
36047018800,0,0,0,1
36081040000,1,0,2,2
36081058000,1,1,0,2
36081023000,0,1,0,1
36081145102,0,0,2,2
36061024000,0,0,0,1
36081089200,1,1,2,6
36081013500,0,0,2,1
36081015300,3,1,0,3
36047017000,1,2,0,2
36081054200,0,2,0,1
36047059000,2,0,0,1
36005039700,1,1,2,0
36047047200,0,1,1,1
36085019700,0,1,5,0
36081049600,0,0,2,0
36047013600,2,0,1,1
36081062000,0,0,2,0
36047047800,0,0,4,0
36081051000,0,0,1,0
36081013800,0,1,2,1
36081026600,1,1,1,0
36061004200,1,0,1,0
36081021900,0,1,1,0
36081023200,0,0,1,1
36081068200,1,0,4,1
36047057400,2,0,1,1
36081061200,1,0,1,0
36081030902,1,1,1,1
36081003200,1,0,3,1
36047064800,1,0,0,1
36081073100,0,0,4,0
36081037700,2,1,2,0
36047058000,0,1,1,0
36081057700,2,0,2,0
36081003000,1,0,1,0
36081052100,1,1,1,0
36081065400,3,1,1,0
36085014100,0,0,1,0
36081053500,0,0,1,0
36081080302,0,0,1,0
36081010600,0,0,1,1
36081074700,0,2,4,0
36081028800,0,1,4,1
36047040200,0,0,1,2
36081004401,0,0,1,0
36081056600,1,0,1,0
36081119300,0,0,1,0
36085004700,0,1,1,1
36081066100,0,0,1,0
36081116300,1,1,3,0
36047020300,0,0,2,0
36047117000,0,1,1,0
36061030700,0,0,3,0
36061011300,4,1,2,2
36081056700,1,0,1,0
36081009400,0,0,1,0
36081067100,2,1,2,1
36081048300,0,1,1,0
36081051300,0,0,1,0
36081049700,0,1,2,2
36081068300,0,0,1,0
36081066701,0,0,1,0
36081021400,1,0,1,0
36085012100,0,2,1,1
36047044700,1,0,3,1
36047019200,0,1,1,0
36085003300,1,1,1,0
36081050600,1,0,1,0
36047037402,0,1,1,0
36081015700,0,1,2,1
36047075800,0,1,1,1
36081080301,0,0,1,0
36081066300,0,0,1,0
36081045800,0,0,1,0
36081084500,0,1,1,0
36081012601,0,0,2,0
36081050700,0,0,1,0
36047063800,0,0,2,0
36005007400,0,0,2,0
36081052600,0,0,1,1
36047022200,0,0,2,0
36047014700,0,1,1,0
36047026000,0,0,1,0
36047101800,0,0,1,0
36047087401,0,0,2,0
36081093401,0,0,1,0
36005044800,0,0,1,0
36081017000,3,3,1,0
36081011600,0,0,1,0
36081072900,0,0,1,0
36005025400,1,0,1,0
36047057600,1,0,1,0
36047005201,1,0,4,0
36085018701,0,0,2,0
36047016800,0,0,1,0
36085000300,0,0,1,0
36047096200,0,2,1,1
36081065703,0,0,1,0
36081019900,0,0,1,3
36005020502,0,0,1,1
36061015002,1,0,1,0
36047094600,0,0,1,0
36047095600,0,3,1,0
36005015800,0,0,1,0
36047013200,0,0,1,0
36081032800,0,1,1,0
36081005500,0,3,1,0
36081051700,3,2,2,2
36081014800,1,0,1,0
36005028600,2,1,2,2
36047020400,0,0,2,0
36047031400,0,0,1,0
36047093600,0,0,2,1
36047114201,3,0,1,3
36005006100,0,0,1,0
36081019800,1,0,1,0
36047053000,0,0,1,0
36081020800,0,2,1,0
36047064400,0,1,1,2
36081038400,0,0,1,1
36047027400,0,0,1,0
36081155101,0,0,1,0
36081107202,0,0,1,0
36085005000,0,1,0,3
36085007400,0,1,0,2
36047014200,0,0,1,0
36081000800,1,1,0,1
46099010101,0,1,0,0
36047058900,0,2,0,1
36061010100,0,2,0,0
36081060600,1,2,0,1
36047010600,1,2,0,0
36061009500,0,5,0,0
36047023200,0,2,0,0
36047008600,0,1,0,0
36081114700,0,1,0,0
36047027200,1,1,0,0
25023530300,0,1,0,0
36085015602,0,1,0,1
36047073800,0,1,0,0
36081018800,0,1,0,0
36047083800,0,1,0,0
36047093400,0,1,0,0
36047065600,1,1,0,2
36047022900,0,2,0,0
36047059800,1,1,0,0
36081027200,0,1,0,0
36047050700,0,1,0,0
36081036800,0,2,0,0
36081036500,0,1,0,0
36081048000,0,2,0,0
36081015200,0,1,0,0
36081000200,0,1,0,0
36081050202,0,1,0,0
36081064500,0,1,0,0
36081002800,2,3,0,1
36047048900,0,1,0,0
36081046800,0,1,0,0
36047046400,0,1,0,0
36047059300,1,1,0,0
36081012000,0,1,0,0
36081047600,1,0,0,0
36047120200,1,1,0,0
36081004002,1,0,0,0
36081037500,1,0,0,0
36081040100,3,0,0,0
36081012800,1,0,0,1
36047075200,2,0,0,3
36081059800,1,0,0,0
36081063302,3,0,0,0
36047004400,2,0,0,2
36081044800,1,0,0,0
36081025500,1,0,0,0
36047016500,2,0,0,0
36081066501,1,0,0,0
36081028000,1,0,0,0
36047101600,1,0,0,0
36047015400,1,0,0,0
36081009800,2,0,0,0
36047025600,2,0,0,0
36047024700,1,0,0,0
36061023801,3,0,0,0
36081072300,1,0,0,0
36061015001,1,0,0,1
36047099400,1,0,0,0
36047044000,1,0,0,0
36081086900,1,0,0,1
36061004400,1,0,0,0
36081038301,1,0,0,0
36081069701,2,0,0,0
36081111300,1,0,0,2
36081052000,1,0,0,0
36081026901,1,0,0,0
36081045600,0,0,0,1
36081048900,0,0,0,2
36081083800,0,0,0,1
36081059200,0,0,0,1
36081053100,0,0,0,3
36081054800,0,0,0,2
36047035601,0,0,0,1
36081107201,0,0,0,1
36059404300,0,0,0,1
36081059900,0,0,0,2
34025812100,0,0,0,1
36047028000,0,0,0,1
36081009600,0,0,0,1
36047076400,0,0,0,1
36081091602,0,0,0,1
36047025800,0,0,0,1
36081009100,0,0,0,3
36085022300,0,0,0,1
36119010300,0,0,0,1
36081120300,0,0,0,1
36081077300,0,0,0,1
36047052800,0,0,0,1
